,Date,Leg,Home,Away,Result
0,,DFB-Pokal 1971/1972 » Viertelfinale,1. FC Köln,Bayern München,5:1 (1:0) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,1. FC Köln,Bayern München,5:1 (1:0) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,Bor. Mönchengladbach,FC Schalke 04,2:2 (0:1) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,FC Schalke 04,Bor. Mönchengladbach,1:0 (0:0) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,FC Schalke 04,Bor. Mönchengladbach,1:0 (0:0) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,FC Schalke 04,Bor. Mönchengladbach,1:0 (0:0) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,Rot-Weiß Oberhausen,1. FC Kaiserslautern,3:1 (1:0) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,1. FC Kaiserslautern,Rot-Weiß Oberhausen,"5:0 (2:0, 2:0) n.V."
0,,DFB-Pokal 1971/1972 » Viertelfinale,1. FC Kaiserslautern,Rot-Weiß Oberhausen,"5:0 (2:0, 2:0) n.V."
0,,DFB-Pokal 1971/1972 » Viertelfinale,1. FC Kaiserslautern,Rot-Weiß Oberhausen,"5:0 (2:0, 2:0) n.V."
0,,DFB-Pokal 1971/1972 » Viertelfinale,Hannover 96,Werder Bremen,0:2 (0:1) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,Werder Bremen,Hannover 96,2:1 (1:1) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,Werder Bremen,Hannover 96,2:1 (1:1) 
0,,DFB-Pokal 1971/1972 » Viertelfinale,Werder Bremen,Hannover 96,2:1 (1:1) 
0,30.05.1972,DFB-Pokal 1971/1972 » Halbfinale,1. FC Kaiserslautern,Werder Bremen,2:1 (2:1) 
0,30.05.1972,DFB-Pokal 1971/1972 » Halbfinale,1. FC Köln,FC Schalke 04,4:1 (0:1) 
0,10.06.1972,DFB-Pokal 1971/1972 » Halbfinale,Werder Bremen,1. FC Kaiserslautern,1:2 (0:2) 
0,10.06.1972,DFB-Pokal 1971/1972 » Halbfinale,FC Schalke 04,1. FC Köln,"6:5 (3:1, 5:2, 5:2) i.E."
0,01.07.1972,DFB-Pokal 1971/1972 » Finale,FC Schalke 04,1. FC Kaiserslautern,5:0 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Hannover 96,Eintracht Frankfurt,1:0 (0:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Eintracht Frankfurt,Hannover 96,4:2 (1:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Eintracht Frankfurt,Hannover 96,4:2 (1:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Eintracht Frankfurt,Hannover 96,4:2 (1:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Wormatia Worms,VfL Bochum,4:4 (2:4) 
0,,DFB-Pokal 1972/1973 » 1. Runde,VfL Bochum,Wormatia Worms,3:1 (2:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,VfL Bochum,Wormatia Worms,3:1 (2:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,VfL Bochum,Wormatia Worms,3:1 (2:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,SV Südwest Ludwigshafen,FC Schalke 04,1:3 (0:2) 
0,,DFB-Pokal 1972/1973 » 1. Runde,FC Schalke 04,SV Südwest Ludwigshafen,3:1 (0:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,FC Schalke 04,SV Südwest Ludwigshafen,3:1 (0:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,FC Schalke 04,SV Südwest Ludwigshafen,3:1 (0:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Preußen Münster,MSV Duisburg,2:1 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,MSV Duisburg,Preußen Münster,3:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,MSV Duisburg,Preußen Münster,3:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,MSV Duisburg,Preußen Münster,3:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,HSV Barmbek-Uhlenhorst,Bayern München,1:4 (0:2) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Bayern München,HSV Barmbek-Uhlenhorst,7:0 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Bayern München,HSV Barmbek-Uhlenhorst,7:0 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Bayern München,HSV Barmbek-Uhlenhorst,7:0 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Freiburger FC,Bor. Mönchengladbach,3:1 (1:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Bor. Mönchengladbach,Freiburger FC,7:1 (3:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Bor. Mönchengladbach,Freiburger FC,7:1 (3:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Bor. Mönchengladbach,Freiburger FC,7:1 (3:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,SpVgg Bayreuth,1. FC Kaiserslautern,4:2 (3:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,1. FC Kaiserslautern,SpVgg Bayreuth,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,1. FC Kaiserslautern,SpVgg Bayreuth,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,1. FC Kaiserslautern,SpVgg Bayreuth,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Fortuna Köln,1. FC Köln,2:1 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,1. FC Köln,Fortuna Köln,"4:0 (1:0, 1:0) n.V."
0,,DFB-Pokal 1972/1973 » 1. Runde,1. FC Köln,Fortuna Köln,"4:0 (1:0, 1:0) n.V."
0,,DFB-Pokal 1972/1973 » 1. Runde,1. FC Köln,Fortuna Köln,"4:0 (1:0, 1:0) n.V."
0,,DFB-Pokal 1972/1973 » 1. Runde,Wuppertaler SV,Fortuna Düsseldorf,3:0 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Fortuna Düsseldorf,Wuppertaler SV,2:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Fortuna Düsseldorf,Wuppertaler SV,2:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Fortuna Düsseldorf,Wuppertaler SV,2:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Rot-Weiss Essen,Hamburger SV,5:3 (5:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Hamburger SV,Rot-Weiss Essen,"5:0 (2:0, 2:0) n.V."
0,,DFB-Pokal 1972/1973 » 1. Runde,Hamburger SV,Rot-Weiss Essen,"5:0 (2:0, 2:0) n.V."
0,,DFB-Pokal 1972/1973 » 1. Runde,Hamburger SV,Rot-Weiss Essen,"5:0 (2:0, 2:0) n.V."
0,,DFB-Pokal 1972/1973 » 1. Runde,FK Pirmasens,Rot-Weiß Oberhausen,4:1 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Rot-Weiß Oberhausen,FK Pirmasens,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Rot-Weiß Oberhausen,FK Pirmasens,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Rot-Weiß Oberhausen,FK Pirmasens,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Stuttgarter Kickers,Eintracht Braunschweig,1:1 (0:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Eintracht Braunschweig,Stuttgarter Kickers,5:1 (4:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Eintracht Braunschweig,Stuttgarter Kickers,5:1 (4:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Eintracht Braunschweig,Stuttgarter Kickers,5:1 (4:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Wacker 04 Berlin,Werder Bremen,1:5 (0:3) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Werder Bremen,Wacker 04 Berlin,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Werder Bremen,Wacker 04 Berlin,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Werder Bremen,Wacker 04 Berlin,4:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,VfL Wolfsburg,VfB Stuttgart,2:2 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,VfB Stuttgart,VfL Wolfsburg,3:2 (2:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,VfB Stuttgart,VfL Wolfsburg,3:2 (2:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,VfB Stuttgart,VfL Wolfsburg,3:2 (2:1) 
0,,DFB-Pokal 1972/1973 » 1. Runde,OSV Hannover,Hertha BSC,0:6 (0:3) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Hertha BSC,OSV Hannover,3:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Hertha BSC,OSV Hannover,3:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Hertha BSC,OSV Hannover,3:0 (1:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,FC St. Pauli,Kickers Offenbach,3:1 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Kickers Offenbach,FC St. Pauli,3:0 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Kickers Offenbach,FC St. Pauli,3:0 (2:0) 
0,,DFB-Pokal 1972/1973 » 1. Runde,Kickers Offenbach,FC St. Pauli,3:0 (2:0) 
0,,weltfussball.de,Aktuelle Meldungen »,FC St. Pauli,3:0 (2:0) 
0,,weltfussball.de,Aktuelle Meldungen »,FC St. Pauli,3:0 (2:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,VfL Bochum,Werder Bremen,4:4 (2:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Werder Bremen,VfL Bochum,2:1 (1:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Werder Bremen,VfL Bochum,2:1 (1:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Werder Bremen,VfL Bochum,2:1 (1:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Eintracht Braunschweig,Eintracht Frankfurt,1:0 (0:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Eintracht Frankfurt,Eintracht Braunschweig,2:2 (1:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Eintracht Frankfurt,Eintracht Braunschweig,2:2 (1:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Eintracht Frankfurt,Eintracht Braunschweig,2:2 (1:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Wuppertaler SV,Kickers Offenbach,3:2 (0:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Kickers Offenbach,Wuppertaler SV,3:0 (3:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Kickers Offenbach,Wuppertaler SV,3:0 (3:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Kickers Offenbach,Wuppertaler SV,3:0 (3:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,MSV Duisburg,Hertha BSC,1:2 (1:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Hertha BSC,MSV Duisburg,4:2 (0:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Hertha BSC,MSV Duisburg,4:2 (0:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Hertha BSC,MSV Duisburg,4:2 (0:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Hamburger SV,1. FC Köln,2:2 (2:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,1. FC Köln,Hamburger SV,4:1 (2:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,1. FC Köln,Hamburger SV,4:1 (2:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,1. FC Köln,Hamburger SV,4:1 (2:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,FC Schalke 04,Bor. Mönchengladbach,0:2 (0:1) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Bor. Mönchengladbach,FC Schalke 04,1:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Bor. Mönchengladbach,FC Schalke 04,1:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Bor. Mönchengladbach,FC Schalke 04,1:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Rot-Weiß Oberhausen,Bayern München,1:2 (0:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Bayern München,Rot-Weiß Oberhausen,3:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Bayern München,Rot-Weiß Oberhausen,3:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,Bayern München,Rot-Weiß Oberhausen,3:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,VfB Stuttgart,1. FC Kaiserslautern,2:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Achtelfinale,1. FC Kaiserslautern,VfB Stuttgart,"2:0 (0:0, 1:0) n.V."
0,,DFB-Pokal 1972/1973 » Achtelfinale,1. FC Kaiserslautern,VfB Stuttgart,"2:0 (0:0, 1:0) n.V."
0,,DFB-Pokal 1972/1973 » Achtelfinale,1. FC Kaiserslautern,VfB Stuttgart,"2:0 (0:0, 1:0) n.V."
0,,DFB-Pokal 1972/1973 » Viertelfinale,Eintracht Braunschweig,1. FC Köln,0:5 (0:1) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,1. FC Köln,Eintracht Braunschweig,3:2 (1:0) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,1. FC Köln,Eintracht Braunschweig,3:2 (1:0) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,1. FC Köln,Eintracht Braunschweig,3:2 (1:0) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Kickers Offenbach,Bayern München,2:2 (2:1) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Bayern München,Kickers Offenbach,2:4 (0:2) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Bayern München,Kickers Offenbach,2:4 (0:2) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Bayern München,Kickers Offenbach,2:4 (0:2) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Werder Bremen,Hertha BSC,2:0 (2:0) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Hertha BSC,Werder Bremen,2:2 (1:1) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Hertha BSC,Werder Bremen,2:2 (1:1) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Hertha BSC,Werder Bremen,2:2 (1:1) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,Bor. Mönchengladbach,1. FC Kaiserslautern,2:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,1. FC Kaiserslautern,Bor. Mönchengladbach,1:3 (0:2) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,1. FC Kaiserslautern,Bor. Mönchengladbach,1:3 (0:2) 
0,,DFB-Pokal 1972/1973 » Viertelfinale,1. FC Kaiserslautern,Bor. Mönchengladbach,1:3 (0:2) 
0,,DFB-Pokal 1972/1973 » Halbfinale,1. FC Köln,Kickers Offenbach,5:0 (2:0) 
0,,DFB-Pokal 1972/1973 » Halbfinale,Kickers Offenbach,1. FC Köln,1:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Halbfinale,Kickers Offenbach,1. FC Köln,1:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Halbfinale,Kickers Offenbach,1. FC Köln,1:1 (1:0) 
0,,DFB-Pokal 1972/1973 » Halbfinale,Werder Bremen,Bor. Mönchengladbach,1:3 (1:2) 
0,,DFB-Pokal 1972/1973 » Halbfinale,Bor. Mönchengladbach,Werder Bremen,4:2 (1:0) 
0,,DFB-Pokal 1972/1973 » Halbfinale,Bor. Mönchengladbach,Werder Bremen,4:2 (1:0) 
0,,DFB-Pokal 1972/1973 » Halbfinale,Bor. Mönchengladbach,Werder Bremen,4:2 (1:0) 
0,23.06.1973,DFB-Pokal 1972/1973 » Finale,Bor. Mönchengladbach,1. FC Köln,"2:1 (1:1, 1:1) n.V."
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Borussia Dortmund,Hannover 96,1:4 (0:1) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Fortuna Köln,VfB Stuttgart,"3:2 (1:0, 1:1) n.V."
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,VfL Bochum,Werder Bremen,"2:2 (2:0, 2:2) n.V."
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,FC Schalke 04,SG Wattenscheid 09,1:2 (0:1) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Arminia Bielefeld,Alemannia Aachen,2:1 (1:1) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,TuS Neuendorf,Wuppertaler SV,0:2 (0:2) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,1. FC Nürnberg,1. FSV Mainz 05,4:1 (1:1) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,VfB Oldenburg,Bor. Mönchengladbach,0:6 (0:3) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,1. FC Kaiserslautern,Rot-Weiss Essen,"5:3 (1:1, 2:2) n.V."
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Hertha BSC,Fortuna Düsseldorf,"2:2 (0:1, 1:1) n.V."
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Hamburger SV,SV Darmstadt 98,3:1 (1:0) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Hessen Kassel,HSV Barmbek-Uhlenhorst,2:1 (1:0) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Bayern München,MSV Duisburg,3:1 (1:0) 
0,01.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Kickers Offenbach,VfR Heilbronn,"2:2 (1:0, 2:2) n.V."
0,02.12.1973,DFB-Pokal 1973/1974 » 1. Runde,TeBe Berlin,Eintracht Frankfurt,1:8 (0:4) 
0,03.12.1973,DFB-Pokal 1973/1974 » 1. Runde,1. FC Köln,Eintracht Braunschweig,2:0 (0:0) 
0,03.12.1973,DFB-Pokal 1973/1974 » 1. Runde,1. FC Köln,Eintracht Braunschweig,2:0 (0:0) 
0,04.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Fortuna Düsseldorf,Hertha BSC,"1:4 (0:1, 1:1, 1:1) i.E."
0,05.12.1973,DFB-Pokal 1973/1974 » 1. Runde,Werder Bremen,VfL Bochum,2:1 (2:1) 
0,11.12.1973,DFB-Pokal 1973/1974 » 1. Runde,VfR Heilbronn,Kickers Offenbach,"2:3 (1:0, 1:1) n.V."
0,,weltfussball.de,Aktuelle Meldungen »,Kickers Offenbach,"2:3 (1:0, 1:1) n.V."
0,,weltfussball.de,Aktuelle Meldungen »,Kickers Offenbach,"2:3 (1:0, 1:1) n.V."
0,15.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,1. FC Köln,Wuppertaler SV,1:0 (0:0) 
0,15.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Werder Bremen,Bayern München,1:2 (0:0) 
0,15.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Hessen Kassel,Eintracht Frankfurt,2:3 (0:1) 
0,15.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Bor. Mönchengladbach,Hamburger SV,"2:2 (1:1, 1:1) n.V."
0,15.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,SG Wattenscheid 09,Hertha BSC,1:0 (0:0) 
0,19.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Fortuna Köln,Hannover 96,"0:0 (0:0, 0:0) n.V."
0,22.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Arminia Bielefeld,1. FC Kaiserslautern,"1:1 (0:1, 1:1) n.V."
0,22.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Kickers Offenbach,1. FC Nürnberg,3:2 (1:1) 
0,22.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Kickers Offenbach,1. FC Nürnberg,3:2 (1:1) 
0,21.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Hamburger SV,Bor. Mönchengladbach,"3:1 (0:1, 1:1, 1:1) i.E."
0,29.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,1. FC Kaiserslautern,Arminia Bielefeld,3:0 (1:0) 
0,29.12.1973,DFB-Pokal 1973/1974 » Achtelfinale,Hannover 96,Fortuna Köln,2:0 (1:0) 
0,16.02.1974,DFB-Pokal 1973/1974 » Viertelfinale,Bayern München,Hannover 96,3:2 (2:0) 
0,16.02.1974,DFB-Pokal 1973/1974 » Viertelfinale,SG Wattenscheid 09,Hamburger SV,"0:1 (0:0, 0:0) n.V."
0,16.02.1974,DFB-Pokal 1973/1974 » Viertelfinale,Eintracht Frankfurt,1. FC Köln,"4:3 (1:0, 2:2) n.V."
0,23.02.1974,DFB-Pokal 1973/1974 » Viertelfinale,Kickers Offenbach,1. FC Kaiserslautern,"2:2 (1:2, 2:2) n.V."
0,23.02.1974,DFB-Pokal 1973/1974 » Viertelfinale,Kickers Offenbach,1. FC Kaiserslautern,"2:2 (1:2, 2:2) n.V."
0,06.03.1974,DFB-Pokal 1973/1974 » Viertelfinale,1. FC Kaiserslautern,Kickers Offenbach,"2:3 (1:2, 2:2) n.V."
0,11.04.1974,DFB-Pokal 1973/1974 » Halbfinale,Hamburger SV,Kickers Offenbach,1:0 (1:0) 
0,13.04.1974,DFB-Pokal 1973/1974 » Halbfinale,Eintracht Frankfurt,Bayern München,3:2 (0:0) 
0,17.08.1974,DFB-Pokal 1973/1974 » Finale,Eintracht Frankfurt,Hamburger SV,"3:1 (1:0, 1:1) n.V."
0,06.09.1974,DFB-Pokal 1974/1975 » 1. Runde,1. FC Nürnberg,Wacker München,"2:2 (2:1, 2:2) n.V."
0,06.09.1974,DFB-Pokal 1974/1975 » 1. Runde,VfR Mannheim,SC Sperber,8:0 (5:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SC Göttingen 05,Hannover 96,3:2 (1:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Bayern München,VfB Stuttgart,3:2 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SpVgg Bayreuth,FC Schalke 04,1:2 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Arminia Bielefeld,Eintracht Frankfurt,1:3 (1:2) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Eintracht Braunschweig,Hertha BSC,"4:1 (1:0, 1:1) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,1. FC Schweinfurt 05,1. FC Kaiserslautern,3:4 (3:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Preußen Münster,Hamburger SV,0:4 (0:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SV Darmstadt 98,Wuppertaler SV,2:1 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Werder Bremen,BSC Grünhöfe,11:1 (2:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TV Gültstein,Bor. Mönchengladbach,0:5 (0:2) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,OSV Hannover,Rot-Weiss Essen,2:5 (1:2) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,VfL Osnabrück,Borussia Neunkirchen,0:2 (0:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Karlsruher SC,FC Bayern Hof,0:1 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Schwarz-Weiß Essen,SG Wattenscheid 09,3:0 (2:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FC Augsburg,1. FC Saarbrücken,2:1 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Alemannia Aachen,SpVgg Erkenschwick,1:0 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Wacker 04 Berlin,1. FSV Mainz 05,"0:1 (0:0, 0:0) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Borussia Dortmund,VfR Heilbronn,3:0 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TuS Bremerhaven 93,VfL Wolfsburg,1:2 (1:2) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FK Pirmasens,VfR Neumünster,7:1 (3:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FV 09 Weinheim,Bayer 05 Uerdingen,"2:4 (1:1, 2:2) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SpVgg Ludwigsburg,1. FC Mülheim,"2:2 (0:0, 1:1) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Chio Waldhof 07,Heider SV,4:0 (3:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,VfB Eppingen,SV Röchling Völklingen,2:1 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,HSV Barmbek-Uhlenhorst,Sportfreunde Siegen,1:2 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SF Hamborn 07,Fortuna Köln,1:3 (1:2) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Olympia Wilhelmshaven,Eintracht Trier,4:1 (0:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Rot-Weiß Oberhausen,TuS Langerwehe,"4:2 (0:0, 1:1) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,VfB Homberg,DJK Gütersloh,1:3 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FV Lörrach,ASV Landau,1:2 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FV Eppelborn,Sportfreunde Eisbachtal,1:2 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Rapide Wedding,TuS Mayen,3:0 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TSV Klein-Linden,Rot-Weiß Lüdenscheid,1:2 (1:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SV Sandhausen,1. FC Wunstorf,3:1 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Heidenheimer SB 1846,Hertha Zehlendorf,"2:2 (0:1, 1:1) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,ASC Dudweiler,FC Emmendingen,2:1 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,VfB Stuttgart II,FC 08 Villingen,"8:4 (2:1, 4:4) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FV Baden-Oos,Arminia Hannover,1:3 (1:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TuS Ahlen,VfB Theley,1:2 (1:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Eintracht Nordhorn,SC Westend 01,5:1 (1:0) 
