,Date,Leg,Home,Away,Result
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Bor. Mönchengladbach,Arminia Hannover,6:1 (5:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Eintracht Trier,1. FC Kaiserslautern,0:1 (0:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,SV Darmstadt 98,Preußen Münster,2:1 (1:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Borussia Neunkirchen,Borussia Dortmund,"0:0 (0:0, 0:0) n.V."
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Wormatia Worms,Hertha BSC,"1:1 (1:0, 1:1) n.V."
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Eintracht Braunschweig,SG Ellingen,1:0 (1:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Fortuna Düsseldorf,VfR Heilbronn,3:0 (2:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,TeBe Berlin,VfR Bürstadt,"3:3 (2:1, 2:2) n.V."
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,SV Südwest Ludwigshafen,SC Viktoria 04 Köln,4:2 (2:1) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,SSV Ulm 1846,FSV Frankfurt,4:2 (1:1) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,SC Herford,Holstein Kiel,0:3 (0:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Waldhof Mannheim,VfL Neustadt/Weinstraße,7:0 (3:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,KSV Baunatal,SC Göttingen 05,3:0 (2:0) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,FC St. Pauli,TuS Neuendorf,1:2 (0:1) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Freiburger FC,1. FC Bocholt,"2:2 (1:0, 2:2) n.V."
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,FC Schalke 04,VfB Stuttgart,3:2 (1:1) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,FC Augsburg,1. FC Nürnberg,1:3 (0:2) 
0,23.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Kickers Offenbach,ESV Ingolstadt,3:0 (2:0) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Westfalia Herne,1. FC Köln,2:3 (1:2) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,FC 08 Homburg,FK Pirmasens,4:2 (2:1) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,SC Freiburg,FC Tailfingen,2:0 (0:0) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,OSV Hannover,SV Bayer 04 Leverkusen,0:3 (0:1) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,EGC Wirges,Fortuna Köln,1:7 (1:2) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,FC Gütersloh,Karlsruher SC,"1:1 (0:1, 1:1) n.V."
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,Rot-Weiß Oberhausen,Fortuna Düsseldorf II,3:2 (2:1) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,SpVgg Bayreuth,FV Melsungen,6:0 (4:0) 
0,24.09.1978,DFB-Pokal 1978/1979 » 2. Runde,SpVgg Bayreuth,FV Melsungen,6:0 (4:0) 
0,03.10.1978,DFB-Pokal 1978/1979 » 2. Runde,Karlsruher SC,FC Gütersloh,3:0 (0:0) 
0,04.10.1978,DFB-Pokal 1978/1979 » 2. Runde,1. FC Bocholt,Freiburger FC,"3:2 (0:1, 2:2) n.V."
0,04.10.1978,DFB-Pokal 1978/1979 » 2. Runde,Borussia Dortmund,Borussia Neunkirchen,2:0 (1:0) 
0,04.10.1978,DFB-Pokal 1978/1979 » 2. Runde,VfR Bürstadt,TeBe Berlin,"3:4 (0:0, 0:0, 0:0) i.E."
0,07.11.1978,DFB-Pokal 1978/1979 » 2. Runde,Hertha BSC,Wormatia Worms,2:0 (0:0) 
0,29.11.1978,DFB-Pokal 1978/1979 » 3. Runde,TeBe Berlin,1. FC Nürnberg,0:2 (0:1) 
0,01.12.1978,DFB-Pokal 1978/1979 » 3. Runde,1. FC Köln,Eintracht Braunschweig,"3:2 (0:1, 2:2) n.V."
0,01.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Fortuna Düsseldorf,Alemannia Aachen,2:1 (1:1) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,FC 08 Homburg,VfL Bochum,"0:0 (0:0, 0:0) n.V."
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Bayer 05 Uerdingen,FC Schalke 04,2:1 (0:0) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Hertha BSC,Bor. Mönchengladbach,2:0 (0:0) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Borussia Dortmund,Kickers Offenbach,6:1 (4:0) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Eintracht Frankfurt,KSV Baunatal,4:1 (0:0) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,SV Darmstadt 98,SSV Ulm 1846,1:5 (1:4) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,SV Südwest Ludwigshafen,1. FC Kaiserslautern,2:1 (1:0) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Holstein Kiel,Karlsruher SC,5:2 (1:1) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,VfL Osnabrück,Fortuna Köln,2:1 (1:0) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,SV Bayer 04 Leverkusen,SpVgg Bayreuth,1:0 (1:0) 
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,TuS Neuendorf,1. FC Bocholt,"3:1 (1:1, 1:1) n.V."
0,02.12.1978,DFB-Pokal 1978/1979 » 3. Runde,MSV Duisburg,Waldhof Mannheim,2:1 (0:0) 
0,03.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Rot-Weiß Oberhausen,SC Freiburg,"1:1 (0:0, 0:0) n.V."
0,03.12.1978,DFB-Pokal 1978/1979 » 3. Runde,Rot-Weiß Oberhausen,SC Freiburg,"1:1 (0:0, 0:0) n.V."
0,23.12.1978,DFB-Pokal 1978/1979 » 3. Runde,SC Freiburg,Rot-Weiß Oberhausen,"2:3 (0:0, 0:0, 0:0) i.E."
0,07.01.1979,DFB-Pokal 1978/1979 » 3. Runde,VfL Bochum,FC 08 Homburg,1:0 (1:0) 
0,27.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,Rot-Weiß Oberhausen,VfL Osnabrück,1:0 (0:0) 
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,MSV Duisburg,Fortuna Düsseldorf,0:1 (0:0) 
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,Hertha BSC,1. FC Köln,"2:0 (0:0, 0:0) n.V."
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,Borussia Dortmund,Eintracht Frankfurt,1:3 (1:0) 
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,SV Südwest Ludwigshafen,SSV Ulm 1846,"1:1 (0:0, 0:0) n.V."
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,Bayer 05 Uerdingen,VfL Bochum,4:2 (1:0) 
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,TuS Neuendorf,SV Bayer 04 Leverkusen,1:4 (0:3) 
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,1. FC Nürnberg,Holstein Kiel,7:1 (2:1) 
0,28.04.1979,DFB-Pokal 1978/1979 » Achtelfinale,1. FC Nürnberg,Holstein Kiel,7:1 (2:1) 
0,08.05.1979,DFB-Pokal 1978/1979 » Achtelfinale,SSV Ulm 1846,SV Südwest Ludwigshafen,0:1 (0:1) 
0,26.05.1979,DFB-Pokal 1978/1979 » Viertelfinale,1. FC Nürnberg,SV Südwest Ludwigshafen,2:0 (1:0) 
0,26.05.1979,DFB-Pokal 1978/1979 » Viertelfinale,Hertha BSC,Bayer 05 Uerdingen,6:1 (3:1) 
0,26.05.1979,DFB-Pokal 1978/1979 » Viertelfinale,Fortuna Düsseldorf,SV Bayer 04 Leverkusen,2:1 (1:0) 
0,26.05.1979,DFB-Pokal 1978/1979 » Viertelfinale,Eintracht Frankfurt,Rot-Weiß Oberhausen,2:1 (1:0) 
0,06.06.1979,DFB-Pokal 1978/1979 » Halbfinale,Fortuna Düsseldorf,1. FC Nürnberg,"4:1 (1:1, 1:1) n.V."
0,06.06.1979,DFB-Pokal 1978/1979 » Halbfinale,Hertha BSC,Eintracht Frankfurt,2:1 (0:0) 
0,23.06.1979,DFB-Pokal 1978/1979 » Finale,Fortuna Düsseldorf,Hertha BSC,"1:0 (0:0, 0:0) n.V."
0,24.08.1979,DFB-Pokal 1979/1980 » 1. Runde,1. FC Kaiserslautern,MSV Duisburg,2:0 (1:0) 
0,24.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Karlsruher SC,SC Freiburg,5:1 (1:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,VfL Wolfsburg,VfB Stuttgart,0:3 (0:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Sportfreunde Eisbachtal,FC Schalke 04,0:1 (0:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Arminia Bielefeld,BFC Preussen,1:0 (1:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Alemannia Aachen,Werder Bremen,0:1 (0:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Eintracht Braunschweig,Preußen Münster,1:0 (1:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Heidenheimer SB 1846,Hertha BSC,0:4 (0:2) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Hamburger SV,FC 08 Villingen,6:0 (4:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Borussia Dortmund,Bremer SV,7:0 (4:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,1. FC Köln,1. FSV Mainz 05,5:1 (0:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FC Östringen,Bayern München,1:10 (1:6) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Freiburger FC,1. FC Saarbrücken,2:1 (0:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SpVgg Fürth,BSV Weißenthurm,3:1 (2:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Eintracht Trier,Wuppertaler SV II,4:2 (3:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SpVgg Bayreuth,Preussen Hameln,5:0 (1:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Rot-Weiss Essen,1. FC Köln II,2:1 (1:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,1. FC Nürnberg,Eintracht Braunschweig II,3:0 (0:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FC Vilshofen,FV Würzburg 04,"2:3 (0:2, 2:2) n.V."
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,VfB Gießen,FC 08 Homburg,2:4 (1:2) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Stuttgarter Kickers,TSV Ofterdingen,3:0 (0:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SV Geinsheim,DSC Wanne-Eickel,2:4 (2:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SG Union Solingen,VfR Aalen,3:1 (3:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SV Heng,Fortuna Köln,0:4 (0:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Westfalia Weitmar,SV Darmstadt 98,1:2 (1:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,TuS Chlodwig Zülpich,ESV Ingolstadt,2:6 (0:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Waldhof Mannheim,TBV Lemgo,5:1 (3:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FC Hanau 93,Wacker 04 Berlin,"2:2 (1:0, 2:2) n.V."
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,TSV Ampfing,Bramfelder SV,"1:2 (0:0, 1:1) n.V."
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FT Geestemünde,SV Zeitlarn,4:1 (0:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,TuS Schloß-Neuhaus,1. FC Nürnberg II,3:2 (1:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SG Ohetal,KSV Baunatal,0:2 (0:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,BV 08 Lüttringhausen,SpVgg Erkenschwick,3:2 (0:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Reinickendorfer Füchse,VfB Lübeck,4:2 (2:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SV 07 Elversberg,Heider SV,"5:2 (1:0, 2:2) n.V."
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,TuS Langerwehe,Rot-Weiß Hasborn,4:2 (1:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FC Augsburg,FC Wipfeld,4:2 (1:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,TSV Battenberg,SV Auersmacher,"5:4 (1:2, 3:3) n.V."
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,VfB Gaggenau (alt),SpVgg Au,"5:4 (1:2, 3:3) n.V."
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Göppinger SV,TuS Neuendorf,3:1 (0:1) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Eintracht Frankfurt,BSK Neugablonz,6:1 (4:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Borussia Neunkirchen,Fortuna Düsseldorf,0:4 (0:2) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Bor. Mönchengladbach,FV Biberach,2:1 (1:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,TSV 1860 München,FC St. Pauli,5:0 (1:0) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,BSV Buxtehude,Bayer 05 Uerdingen,0:6 (0:2) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FVgg Weingarten,VfL Bochum,2:7 (1:2) 
0,25.08.1979,DFB-Pokal 1979/1980 » 1. Runde,MTV Gifhorn,SV Bayer 04 Leverkusen,1:4 (1:1) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Kickers Offenbach,Hannover 96,3:1 (2:1) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Holstein Kiel,OSV Hannover,3:2 (1:1) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SC Viktoria 04 Köln,TeBe Berlin,1:0 (0:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,SG Wattenscheid 09,MTV Ingolstadt,2:1 (1:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,VfL Osnabrück,Rot-Weiß Lüdenscheid,"3:2 (0:0, 2:2) n.V."
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FSV Frankfurt,Viktoria Aschaffenburg,2:0 (1:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,TuS Xanten,Arminia Hannover,2:1 (0:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,1. FC Kaiserslautern II,SV Meppen,3:1 (0:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Altona 93,Viktoria Sindlingen,1:0 (1:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Westfalia Herne,SG Hagen Vorhalle,4:0 (1:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,FC Union Neumünster,Sportfreunde Freiburg,0:2 (0:1) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,1. FC Bocholt,SV Speicher,8:0 (4:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,VfB Oldenburg,SC Verl,1:2 (1:1) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,VfL Frohnlach,Alemannia Haibach,"8:4 (1:0, 4:4) n.V."
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,1. FC Pforzheim,Phoenix Düdelsheim,10:2 (4:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Wuppertaler SV,Wormatia Worms,1:4 (0:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Bonner SC,Salamander Türkheim,4:0 (2:0) 
0,26.08.1979,DFB-Pokal 1979/1980 » 1. Runde,Bonner SC,Salamander Türkheim,4:0 (2:0) 
0,05.09.1979,DFB-Pokal 1979/1980 » 1. Runde,Wacker 04 Berlin,FC Hanau 93,4:0 (2:0) 
0,05.09.1979,DFB-Pokal 1979/1980 » 1. Runde,SpVgg Au,VfB Gaggenau (alt),4:0 (2:0) 
0,28.09.1979,DFB-Pokal 1979/1980 » 2. Runde,VfB Stuttgart,SG Wattenscheid 09,10:2 (7:1) 
0,28.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Bor. Mönchengladbach,Rot-Weiss Essen,4:0 (1:0) 
0,28.09.1979,DFB-Pokal 1979/1980 » 2. Runde,1. FC Nürnberg,SV Bayer 04 Leverkusen,5:2 (2:0) 
0,28.09.1979,DFB-Pokal 1979/1980 » 2. Runde,FC Augsburg,Karlsruher SC,"1:1 (0:0, 1:1) n.V."
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,VfL Bochum,SpVgg Fürth,2:1 (2:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,FC Schalke 04,KSV Baunatal,3:0 (2:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Werder Bremen,Hertha BSC,0:2 (0:1) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,FSV Frankfurt,Borussia Dortmund,"1:3 (0:1, 1:1) n.V."
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Eintracht Braunschweig,Holstein Kiel,3:1 (3:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,SC Viktoria 04 Köln,Bayern München,1:3 (0:1) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,SV Darmstadt 98,1. FC Kaiserslautern,4:0 (2:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Freiburger FC,Eintracht Frankfurt,1:4 (0:1) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Wormatia Worms,Hamburger SV,0:3 (0:2) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,TSV 1860 München,1. FC Pforzheim,6:1 (1:1) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Bayer 05 Uerdingen,Reinickendorfer Füchse,5:0 (1:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Fortuna Düsseldorf,Wacker 04 Berlin,2:0 (1:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,DSC Wanne-Eickel,Kickers Offenbach,3:5 (1:2) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,FC 08 Homburg,FV Würzburg 04,5:0 (2:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,SpVgg Bayreuth,SpVgg Au,6:0 (2:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Eintracht Trier,TuS Langerwehe,0:2 (0:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,TuS Schloß-Neuhaus,Fortuna Köln,"1:2 (0:1, 1:1) n.V."
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,TSV Battenberg,Bramfelder SV,"2:0 (0:0, 0:0) n.V."
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,SC Verl,SV 07 Elversberg,3:1 (3:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Göppinger SV,FT Geestemünde,3:1 (0:0) 
0,29.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Stuttgarter Kickers,VfL Frohnlach,9:0 (2:0) 
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,TuS Xanten,Arminia Bielefeld,1:8 (0:4) 
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,1. FC Köln,Altona 93,10:0 (5:0) 
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,SG Union Solingen,ESV Ingolstadt,3:0 (0:0) 
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Waldhof Mannheim,Sportfreunde Freiburg,7:2 (5:0) 
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,1. FC Bocholt,VfL Osnabrück,"1:1 (1:1, 1:1) n.V."
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,1. FC Kaiserslautern II,Bonner SC,"2:3 (1:1, 2:2) n.V."
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Westfalia Herne,BV 08 Lüttringhausen,1:4 (1:1) 
0,30.09.1979,DFB-Pokal 1979/1980 » 2. Runde,Westfalia Herne,BV 08 Lüttringhausen,1:4 (1:1) 
0,10.10.1979,DFB-Pokal 1979/1980 » 2. Runde,Karlsruher SC,FC Augsburg,3:0 (3:0) 
0,12.10.1979,DFB-Pokal 1979/1980 » 2. Runde,VfL Osnabrück,1. FC Bocholt,"3:2 (1:0, 3:2) n.V."
0,05.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Eintracht Frankfurt,Waldhof Mannheim,2:0 (1:0) 
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Eintracht Braunschweig,VfB Stuttgart,"2:3 (0:1, 2:2) n.V."
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Borussia Dortmund,Arminia Bielefeld,"3:1 (1:0, 1:1) n.V."
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,SpVgg Bayreuth,Bayern München,1:0 (1:0) 
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Karlsruher SC,Bor. Mönchengladbach,"1:0 (0:0, 0:0) n.V."
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Bayer 05 Uerdingen,SG Union Solingen,2:0 (1:0) 
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Göppinger SV,Fortuna Düsseldorf,1:4 (0:1) 
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Hertha BSC,TuS Langerwehe,"0:0 (0:0, 0:0) n.V."
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,TSV 1860 München,BV 08 Lüttringhausen,3:0 (2:0) 
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,1. FC Nürnberg,FC 08 Homburg,1:2 (0:1) 
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,SC Verl,Stuttgarter Kickers,1:7 (0:4) 
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,VfL Bochum,1. FC Köln,"3:3 (0:1, 2:2) n.V."
0,12.01.1980,DFB-Pokal 1979/1980 » 3. Runde,Kickers Offenbach,Hamburger SV,2:0 (0:0) 
0,13.01.1980,DFB-Pokal 1979/1980 » 3. Runde,FC Schalke 04,Bonner SC,3:1 (2:0) 
0,13.01.1980,DFB-Pokal 1979/1980 » 3. Runde,SV Darmstadt 98,Fortuna Köln,7:2 (4:1) 
0,13.01.1980,DFB-Pokal 1979/1980 » 3. Runde,VfL Osnabrück,TSV Battenberg,4:0 (2:0) 
0,13.01.1980,DFB-Pokal 1979/1980 » 3. Runde,VfL Osnabrück,TSV Battenberg,4:0 (2:0) 
0,29.01.1980,DFB-Pokal 1979/1980 » 3. Runde,1. FC Köln,VfL Bochum,2:1 (2:1) 
0,30.01.1980,DFB-Pokal 1979/1980 » 3. Runde,TuS Langerwehe,Hertha BSC,2:1 (0:1) 
0,13.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,1. FC Köln,SV Darmstadt 98,3:1 (1:0) 
0,15.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,FC Schalke 04,VfL Osnabrück,2:0 (2:0) 
0,16.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,Karlsruher SC,Fortuna Düsseldorf,3:5 (0:3) 
0,16.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,VfB Stuttgart,Eintracht Frankfurt,3:2 (0:2) 
0,16.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,Borussia Dortmund,Bayer 05 Uerdingen,2:1 (1:0) 
0,16.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,FC 08 Homburg,TSV 1860 München,1:0 (0:0) 
0,16.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,SpVgg Bayreuth,TuS Langerwehe,"5:2 (2:2, 2:2) n.V."
0,17.02.1980,DFB-Pokal 1979/1980 » Achtelfinale,Stuttgarter Kickers,Kickers Offenbach,2:5 (1:2) 
0,05.04.1980,DFB-Pokal 1979/1980 » Viertelfinale,Borussia Dortmund,VfB Stuttgart,3:1 (2:0) 
0,05.04.1980,DFB-Pokal 1979/1980 » Viertelfinale,Kickers Offenbach,Fortuna Düsseldorf,"2:5 (0:0, 1:1) n.V."
0,05.04.1980,DFB-Pokal 1979/1980 » Viertelfinale,FC Schalke 04,SpVgg Bayreuth,3:1 (1:0) 
0,05.04.1980,DFB-Pokal 1979/1980 » Viertelfinale,FC 08 Homburg,1. FC Köln,1:4 (0:1) 
0,10.05.1980,DFB-Pokal 1979/1980 » Halbfinale,FC Schalke 04,1. FC Köln,0:2 (0:1) 
0,10.05.1980,DFB-Pokal 1979/1980 » Halbfinale,Fortuna Düsseldorf,Borussia Dortmund,3:1 (1:0) 
0,,weltfussball.de,Aktuelle Meldungen »,Borussia Dortmund,3:1 (1:0) 
0,27.08.1980,DFB-Pokal 1980/1981 » 1. Runde,Bayern München,Arminia Bielefeld,2:0 (2:0) 
0,28.08.1980,DFB-Pokal 1980/1981 » 1. Runde,Bor. Mönchengladbach,OSV Hannover,7:3 (4:0) 
0,29.08.1980,DFB-Pokal 1980/1981 » 1. Runde,VfB Stuttgart II,Borussia Dortmund,"2:5 (1:0, 2:2) n.V."
0,29.08.1980,DFB-Pokal 1980/1981 » 1. Runde,MSV Duisburg,Wacker 04 Berlin,9:0 (4:0) 
0,29.08.1980,DFB-Pokal 1980/1981 » 1. Runde,Concordia Hamburg,Hammer SpVg,"2:2 (2:2, 2:2) n.V."
0,29.08.1980,DFB-Pokal 1980/1981 » 1. Runde,Hannover 96,Borussia Hannover,8:1 (1:1) 
0,30.08.1980,DFB-Pokal 1980/1981 » 1. Runde,VfB Stuttgart,Fortuna Köln,4:0 (1:0) 
0,30.08.1980,DFB-Pokal 1980/1981 » 1. Runde,VfL Bochum,SV 1972 Wilhelmshaven,4:1 (0:0) 
0,30.08.1980,DFB-Pokal 1980/1981 » 1. Runde,SV Darmstadt 98,FSV Hemmersdorf,10:0 (4:0) 
